skill_id,skill_name
4272,LabOne NET
4273,LabSoft LabNet
4274,LabTrack Electronic Lab Notebook
4275,LabWare LIMS
4276,Label inspection systems
4277,Label printing software
4278,Label-making software
4279,Labeling software
4280,Labelmaster Software REG-Trieve
4281,Lablite Laboratory Information Management Systems LIMS
4282,LaborSoft LaborForce Arbitration/Appeals Manager module
4283,LaborSoft LaborForce Discipline Manager module
4284,LaborSoft LaborForce EEO Claims Manager module
4285,LaborSoft LaborForce Grievance Manager module
4286,LaborSoft LaborForce Incident Tracking module
4287,LaborSoft LaborForce Personnel Manager module
4288,LaborSoft LaborForce Reporting/Dashboard Manager module
4289,Laboratory Automated Quality Control Systems LAQC
4290,Laboratory Systems Group Lab Manager
4291,Laboratory information management system LIMS
4292,Laboratory information system LIS
4293,Labvantage Solutions LIMS
4294,Ladder Logic
4295,Lakes Environmental EcoRisk View
4296,Lakes Environmental Emissions View
4297,Lakes Environmental ISC-AERMOD View
4298,Lakes Environmental SLAB View
4299,Lakes Environmental Software WRPLOT View
4300,Lamar Info Net
4301,Lambda Research OSLO
4302,Land & Sea DYNO-MAX
4303,Land Software Customer Pro-File
4304,Land management databases
4305,LandSerf
4306,Landfill gas analysis software
4307,Landlord Software Pro Flipper
4308,LandlordMax
4309,Landmark Graphics GeoGraphix
4310,Landmark Graphics TOW/cs
4311,Landmark Sales LOG-istics
4312,Landmark SeisWorks
4313,Landmark VIP
4314,Landport Systems Landport
4315,Landscape Management System LMS
4316,Landscape modeling software
4317,Landtec System Software LFG Pro
4318,Landtitle USA
4319,Langlais Computer Consultants CalMan
4320,Language Engineering Corporation Translate Pro
4321,Language analysis software
4322,Language arts educational software
4323,Large eddy simulation LES software
4324,Laser Substrates PostalXport
4325,Laser imaging detection and ranging LIDAR system
4326,LaserSoft Imaging SilverFast Ai Studio
4327,Laserfiche Avante
4328,Laserfiche Rio
4329,Laserfiche software
4330,Lathem Time PayClock EZ
4331,Latitude software
4332,Lattice MediCopia
4333,Lauriso Software Music Publisher
4334,Lavalys Everest
4335,Law enforcement database software
4336,Law enforcement information databases
4337,LawLogix Edge
4338,LawManager
4339,Lawex TrialWorks
4340,Lawson ERP
4341,Lawson Human Resource Management
4342,Lawson Human Resources Suite
4343,Lawson S3 Supply Chain Management
4344,Lead Activity Analyzer
4345,Lead Business Analyzer
4346,Leading Market Technologies EXPO
4347,LeanForward LearnPoint
4348,Learn HQ Activate LMS
4349,Learn.com CourseMaker Studio
4350,Learn.com LearnCenter Talent Management Suite
4351,Learning Fundamentals Speech Visualization
4352,Learning Technology Research Institute GLO Maker
4353,Learning management system LMS
4354,Lease Cost Solutions LseMod
4355,Lectra Prima Vision Print Repeat
4356,LegacyUSA BakeSmart
4357,Legal Files software
4358,Legal document software
4359,Legal research software
4360,Legal software
4361,LegalEdge Law Firm Suite
4362,Legislative Automative Workflow System LAWS
4363,Leica AEROPLAN LiDAR
4364,Leica Geosystems ERDAS IMAGINE
4365,Leica Geosystems FMS
4366,Lemkesoft GraphicConverter
4367,Lending software systems
4368,Lenos marketing automation software
4369,Lenox Softworks VideoPoint
4370,LeonardoMD Renaissance
4371,Leprechaun Spa and Salon Software
4372,Levare Center Court
4373,Lewis & Ellis LEAPPS
4374,LexisNexis
4375,LexisNexis Accurint
4376,LexisNexis Applied Discovery
4377,LexisNexis Banko
4378,LexisNexis CaseMap
4379,LexisNexis CheckCite
4380,LexisNexis CodeMaster
4381,LexisNexis Company Analyzer
4382,LexisNexis Concordance
4383,LexisNexis CourtLink Strategic Profiles
4384,LexisNexis File and Serve
4385,LexisNexis Lexis Advance
4386,LexisNexis Lexis Back Office
4387,LexisNexis Lexis Front Office
4388,LexisNexis PCLaw
4389,LexisNexis RiskWise
4390,LexisNexis Shepard's Citations Service
4391,LexisNexis SmartLinx
4392,LexisNexis Time Matters
4393,LexisNexis Total Search
4394,Lexrotech LxPediatric
4395,Libera System7
4396,Library of Congress E-resources Online Catalog
4397,Library of Congress digital collections
4398,Library of Congress online databases
4399,LibreOffice
4400,LibreOffice Draw
4401,License management software
4402,Life Systems Software ChiroSuite EHR
4403,Life Technologies SOLiD
4404,Life Technologies Vector NTI
4405,Life cycle assessment LCA software
4406,Life cycle cost software
4407,Lifeline Software RadCalc
4408,Lifestyles Technologies DietMaster Pro
4409,Light Blue Software Light Blue
4410,LightSpeed Cloud
4411,Lighting calculation software
4412,Lilly Software Associates VISUAL DCMS
4413,Lilly Software Associates VISUAL Enterprise
4414,Linear Technology LTSpice
4415,LinearTeam WinISD
4416,Lingoes
4417,Link Microtek
4418,Link actuated vents LAVENT software
4419,Link analysis software
4420,Link encryption software
4421,LinkCAD
4422,LinkedIn
4423,Linspire Nvu
4424,Linux
4425,Linux Virtual Server
4426,Lion Edge Technologies Ranch Manager
4427,LiquidPlanner
4428,List processing language LISP
4429,Listserv software
4430,Litchi
4431,Literature & Latte Scrivener
4432,Litigation management software
4433,Litigation support software
4434,Little Piano
4435,Live streaming software
4436,Load optimization software
4437,Load testing software
4438,Load-bearing analysis software
4439,Loan application processing software
4440,Loan origination software
4441,Loan tracking software
4442,Local area network LAN software
4443,Location allocation decision support system LADSS
4444,Location mapping software
4445,Locomotive distribution software
4446,Log book software
4447,LogMatrix NerveCenter
4448,LogMeIn GoToMeeting
4449,LogMeIn GoToWebinar
4450,LogRhythm
4451,Logger data manager LDM
4452,Logger software
4453,LoggerPC software
4454,LogiXML Ad-HOC
4455,Logic Design RoboLogix
4456,Logic Group Scanner Digitizing Software
4457,Logic Software Easy Projects.NET
4458,Logic programming software
4459,Logic simulators
4460,Logic synthesis software
4461,LogicSphere Firstmix
4462,LogicVision icBIST
4463,Logical partition LPAR software
4464,LogicalBit Eimas
4465,Logility Voyager WarehousePRO
4466,Logisim
4467,Logisoft Positive Pos System
4468,Logistics Cost Estimating Tool
4469,Logistics Support Analysts SmartLogic
4470,Logistics management information LMI database software
4471,Logisuite Enterprise
4472,Logisuite Forwarder
4473,Logitech 3D Pro
4474,Logo design software
4475,Logopress
4476,Logplot software
4477,Lombardi Teamworks
4478,London Computer Systems Rent Manager
4479,Longview Consolidation
4480,Longview Performance Management Platform
4481,Longview Solutions Khalix
4482,Loom
4483,Lorenz DocuBridge
4484,Lorenz eValidator
4485,Lorenz labelBridge
4486,Low-level debugger software
4487,Low-level driver LLD software
4488,Low-level virtual machine LLVM compilers
4489,Lua
4490,Lucent VitalSuite
4491,Lucero System Office Management
4492,Lucia CGH
4493,Lucia Comet Assay
4494,Lucia FISH
4495,Lucia Karyo
4496,Lucia Metaphase Finder
4497,Lucid IQ CMP
4498,Lucidchart
4499,Lumigent Entegra
4500,Lumion
4501,LunchByte Systems NUTRIKIDS
4502,LuntBuild
4503,Luxology Modo
4504,Luxrender
4505,Lynchval Systems Lvadmin
4506,Lynchval Systems Lvval
4507,Lynchval Systems Lvxact
4508,Lynk Everest
4509,Lyris HQ Web-Analytics Solution
4510,M-Sim
4511,M-Tech Hotel Service Optimization System HotSOS
4512,M-code
4513,M8 Client Billing
4514,MAGGEY Child Care Management Software
4515,MAGIC
4516,MAGIC software
4517,MAGIX Music Maker
4518,MAGIX Software Sound Forge
4519,MAGMA MAGMASOFT
4520,MAHLE Powertrain
4521,MAKER CAD/CAM Services DIEMAKER
4522,MASS Group FactoryLink SCADA HMI
4523,MASterMind
4524,MAX Systems Max-Gold Medical Clinic Software
4525,MAX Systems Max-Gold7
4526,MAYA Nastran
4527,MC2 Systems Auto Librarian
4528,MCNP dose assessment computer code
4529,MD Synergy Medical Appointment Scheduling
4530,MDC Services DentalMate
4531,MDS Analytical Technologies GenePix Pro
4532,MDSI OpenCNC
4533,MDeverywhere
4534,MDofficeManager MediVoxx
4535,MEDENT
4536,MEDITECH Anatomical Pathology
4537,MEDITECH Behavioral Health Clinicals
4538,MEDITECH Blood Bank
4539,MEDITECH HCIS
4540,MEDITECH Healthcare Information System HCIS
4541,MEDITECH Laboratory and Microbiology
4542,MEDITECH Medical and Practice Management MPM Suite
4543,MEDITECH Supply Chain Management
4544,MEDITECH software
4545,MEMSCAP MEMS Pro
4546,MENSI 3Dipsos
4547,MERCURE dose assessment computer codes
4548,MGHworld Travel Agents
4549,MHC Document Express
4550,MI-Assistant MI Management System
4551,MICA Information Systems MICA-MED Practice Manager
4552,MICRODEM
4553,MICROS Systems HSI Profits Series
4554,MICROS Systems MICROS 9700 HMS
4555,MICROS Systems OPERA Enterprise Solution OES
4556,MICROS Systems OPERA Property Management System PMS
4557,MICROS XBR Loss Prevention
4558,MIDI Maestro
4559,MIDI Score Creator
4560,MIKAL SMS
4561,MIM Software MIMcardiac
4562,MIM Software MIMfusion
4563,MIM Software MIMneuro
4564,MINDBODY business management software
4565,MINISIS MINT
4566,MIR3 Intelligent Notification
4567,MIRS Compliance
4568,MIT OASES
4569,MJ Systems Logsleuth
4570,MJICCS PilotLog
4571,MLPU
4572,MNT Northwest MNT Assistant
4573,MODPATH
4574,MOGO Dental Software MOGO
4575,MORSE-CG dose assessment computer code
4576,MPAY Millennium
4577,MPI Micro Planner X-Pert
4578,MPMsoft billing
4579,MRA Technologies MRATrack Warehouse Management System
4580,MRO Audit Tracker
4581,MRX Solutions OfficeMaster
4582,MS*Health Software/CMHC
4583,MSB Software Astroart
4584,MSC Software Adams
4585,MSC Software Fatigue
4586,MSC Software Nastran
4587,MSC Software Patran
4588,MSI Insight/Discover
4589,MSR Visual Exporter
4590,MSR Visual Exporter Document Library
4591,MSR Visual Exporter Enterprise Integrator
4592,MTI Systems Costimator JS
4593,MTS Testworks
4594,MUMPS M
4595,MWH Soft H2ONET MSX
4596,MWH Soft InfoSWMM
4597,MYOB BusinessEssentials
4598,MYOB Premier Accounting Small Business Suite
4599,Mac HelpMate
4600,MacKichan Software Scientific Notebook
4601,MacKichan Software Scientific WorkPlace
4602,MacVector
4603,Machine Control Specialists CoilPro
4604,Machine control software
4605,Machine control systems
4606,Machine monitoring software
4607,Machine operation software
4608,MachineWorks Ltd. MachineWorks
4609,Macromedia Cold Fusion
4610,Macropool Web Research
4611,Macroscopic diffusion software
4612,MadCap Software MadCap Flare
4613,MadTracker
4614,Made2Manage Supply Chain Management
4615,Made2Manage Systems M2M ERP
4616,Madison Technical Software Chempak Plus
4617,Madison Technical Software Enviropak
4618,Madison Technical Software Steampak
4619,Madrigal Soft Tools Delegator
4620,Maestro Music Software MagicScore
4621,Mag+
4622,Magellan Firmware
4623,Magenta MultiMedia Tools Magenta II
4624,Magento Analytics
4625,MagicLogic Optimization Cube-IQ
4626,MagicTracer
4627,Magix Vegas Pro
4628,Magma Design Automation Blast Create
4629,Magma Design Automation Blast FPGA
4630,Magma Design Automation software
4631,Magnify Predictive Targeting System
4632,MailChimp
4633,Main Injector Neutrino Oscillation Search MINOS software
4634,Main Sequence Technologies PCRecruiter
4635,Main Sequence Technologies PCRecruiter Resume Inhaler
4636,Main Street Softworks Monetra
4637,Mainsaver Asset Management
4638,Mainstreet Systems & Software DentaLab/PC II
4639,Mainstreet Systems & Software DentaRX
4640,Maintainability prediction software
4641,Maintenance documentation software
4642,Maintenance information databases
4643,Maintenance management software
4644,Maintenance planning and control software
4645,Maintenance planning software
4646,Maintenance record software
4647,Maintenance reporting software
4648,Maintenance scheduling software
4649,Maintenance software
4650,Majestic SEO
4651,MakeMusic Finale
4652,Making Waves Audio Making Waves
4653,ManageMore Cellular Manager
4654,ManageMySpa
4655,Management information base MIB software
4656,Management information systems MIS
4657,ManagerPlus
4658,Manatron CustomCAMA
4659,Manatron MVP Tax
4660,Manatron ProVal Plus
4661,Mangold INTERACT
4662,Mangold LogSquare
4663,Mangold Soundalyzer
4664,Manhattan Associates PkMS Pickticket
4665,Manhattan Cross Cultural Group Quality Interactions
4666,Manhattan Scale
4667,Manhattan Supply Chain Process Platform
4668,Manitoba HVDC Research Centre PSCAD
4669,Mannus Compliance: EHS
4670,MantisBT
4671,Manufacturing Technology Costimater
4672,Manufacturing execution system MES
4673,Manufacturing reporting system
4674,Manufacturing resource planning MRP software
4675,Manusoft Technologies IMOLD
4676,Map Maker
4677,Map building software
4678,MapInfo
4679,MapInfo MapMarker
4680,MapInfo Professional
4681,MapInfo StreetPro
4682,MapR Converged Data Platform
4683,MapReduce big data software
4684,MapScenes Evidence Recorder
4685,MapScenes Pro
4686,MapShots EASi Suite
4687,Mapcom systems M4
4688,Maplesoft Maple
4689,Maplesoft MapleSim
4690,Maplewood Software StaffReady
4691,Mapping software
4692,Maptech The CAPN
4693,Maptek Vulcan
4694,Mapthematics GeoCart
4695,Marathon Data Systems PestPac
4696,Marathon Data Systems ServiceCEO
4697,MarcoSoft Quo Vadis
4698,Marel production system MPS
4699,MariaDB
4700,Marine Software Marine Planned Maintenance
4701,Marine Software Marine Safety Manager
4702,MarkLogic
4703,Market forecast software
4704,MarketSharp
4705,Marketo Marketing Automation
4706,Martens Farms Farm Site Mate
4707,Martens Farms Farm Trac
4708,Martin D Adamiker's TruFlite
4709,Mass Flux Toolkit
4710,Mass appraisal records system MARS
4711,Massage Suite
4712,Massive Jet
4713,Master Cook Deluxe Professional Cook
4714,Master Merchant Systems Music Store
4715,Master Ration Calculator
4716,Master Seafloor Digital Database
4717,Master scheduling software
4718,MasterControl MD
4719,MasterControl TotalPharma
4720,MasterControl software
4721,MasterPlan
4722,MasterWriter
4723,Mastercam Design
4724,Mastercam computer-aided design and manufacturing software
4725,Masters Software CakeBoss
4726,MatchWare MindView
4727,Material safety data sheet MSDS software
4728,Materialise Dental SimPLANT
4729,Materialise Dental SurgiGuide
4730,Materials Data Incorporated Jade
4731,Materials inventory software
4732,Materials management software
4733,Materials requirement planning MRP software
4734,Materials requirements planning logistics and supply chain software
4735,Materials resource planning MRP software
4736,Materials testing software
4737,Materilise Magics
4738,Math educational software
4739,MathWorks Simulink
4740,MathWorks Simulink DSP Blockset
4741,MathWorks Simulink Fixed-Point Blockset
4742,Mathematical simulation software
4743,Mathematical software
4744,Matheny Pattern Forecaster Plus
4745,Mathsoft Mathcad
4746,Matrix calculation software
4747,Mavenlink
4748,MaxScript
4749,MaxSea TIMEZERO
4750,MaxSea Time Zero Navigator NOAA
4751,Maxima Software
4752,Maximal Software MPL Modeling System
4753,Maximizer Software Maximizer Enterprise
4754,Maxon BodyPaint 3D
4755,Maxon Cinema 4D
4756,Maxwell Systems American Contractor
4757,Maxwell Systems Quest Estimator
4758,Maya Embedded Language MEL
4759,Maya HTT I-DEAS
4760,Mayer-Johnson Boardmaker
4761,Maynard PlanStaff Manager
4762,Mazak Mazatrol SMART CNC
4763,McAfee
4764,McAfee Enterprise Security Manager
4765,McAfee VirusScan
4766,McAllister Software Systems AVImark
4767,McCabe Software TRUEchange
4768,McKesson ANSOS One-Staff
4769,McKesson Horizon Ambulatory Care
4770,McKesson Horizon Anatomic Pathology
4771,McKesson Horizon Blood Bank
4772,McKesson Horizon Lab
4773,McKesson Horizon Lab Financials
4774,McKesson Horizon MobileCare Phlebotomy
4775,McKesson Lytec
4776,McKesson Practice Plus
4777,McKesson Radiology Manager
4778,McNeel Rhinoceros 3D
4779,McTrans Center TSIS-CORSIM
4780,McTrans HCS+
4781,McTrans TRANSYT-7F
4782,Mdansby The PsychReport
4783,Mealmaster Cookbook Wizard
4784,Meals Plus
4785,Mean time between failures MBTF software
4786,Mean time to failure MTTF software
4787,Measure Square
4788,Measure Square FloorEstimate Pro
4789,Meat inventory software
4790,MecSoft Corporation RhinoCAM
4791,MecSoft Corporation VisualMILL
4792,MecSoft Corporation VisualTURN
4793,Med Math
4794,MedDataSolutions Regist*r
4795,MedEZ behavioral healthcare and substance abuse software
4796,MedEvolve eCeno
4797,MedFORCE Technologies WorkFLOW
4798,MedQuist DocQment Enterprise Platform
4799,MedStar Systems DrWorks
4800,MedXView eCTDauditor
4801,MedcomSoft Record
4802,MedePresence
4803,Medflow Complete
4804,Medgate Enterprise EHS
4805,Medgen PED
4806,MediGraph
4807,MediNotes Charting Plus
4808,MediPro Medisoft Clinical
4809,MediRegs ComplyTrack
4810,MediRegs E-dition Compliance Monitor
4811,MediRegs Pharmaceutical Regulation Suite
4812,MediRegs Regulation and Reimbursement Suite
4813,MediRegs Risk Assessment Manager
4814,Media storage management software
4815,MediaChance Multimedia Builder
4816,MediaNet Solutions e-IEP PRO
4817,MediaShout
4818,MediaVue
4819,MediaWiki
4820,Mediasoft mediOFFICE
4821,MedicWare EMR
4822,Medicaid management information system MMIS
4823,Medical Outcome Systems eMINI Software Suite
4824,Medical Scientists HybridAI
4825,Medical Scientists MediSave
4826,Medical Wizards ER & ICU ToolBox
4827,Medical Wizards ER Suite
4828,Medical Wizards Paramedics ToolBox
4829,Medical billing software
4830,Medical calculator software
4831,Medical condition coding software
4832,Medical decision support software
4833,Medical digital imaging software
4834,Medical equipment diagnostic software
4835,Medical image processing software
4836,Medical imaging software
4837,Medical information databases
4838,Medical information software
4839,Medical laser control software
4840,Medical procedure coding software
4841,Medical record charting software
4842,Medical records software
4843,Medical reference software
4844,Medical software
4845,Medical surveillance software
4846,Medical system integration software
4847,Medical terminology databases
4848,Medicine Rules PowerSEAT 360
4849,Medidata Rave Data Management
4850,Meditab IMS Orthopedics/Sports Medicine
4851,Meditab Software AllergyEHR
4852,Meditwatch Portaflow Advanced
4853,Mediware ClosedLoop Clinical Systems
4854,Mediware Information Systems HCLL Donor
4855,Mediware Information Systems HCLL Transfusion
4856,Mediware Information Systems LifeTrak
4857,Mediware Information Systems MediCOE
4858,Medovation RadRunner
4859,Medscribbler Enterprise
4860,Medstat/INFORUM
4861,Medworxx Learning Management System
4862,Meeting scheduling software
4863,MeetingMatrix International
4864,Megger PowerDB
4865,MemberClicks COMPLETE
4866,Membership databases
4867,Memphis Survey Explorer
4868,Mendel
4869,Mensurix Audio
4870,Mental Images Mental Ray
4871,Mentimeter
4872,Mentor Graphics BSDArchitect
4873,Mentor Graphics Calibre
4874,Mentor Graphics Expedition Enterprise
4875,Mentor Graphics Flowmaster
4876,Mentor Graphics LeonardoSpectrum
4877,Mentor Graphics ModelSim
4878,Mentor Graphics PADS
4879,Mentor Graphics Precision RTL
4880,Mentor Graphics VeSys Design
4881,Mentor Graphics Xpedition xDX Designer
4882,Mentor Graphics software
4883,Menu and nutrition database software
4884,Menu planning software
4885,Merge Healthcare Merge RIS
4886,Merge Healthcare eTrials
4887,MergerStat Control Premiums
4888,MergerStat Price to Earnings Ratios
4889,Meridian Technologies SurePoint
4890,Merlin Information Services databases
4891,Merlinco MERLIN
4892,Merry Mechanization SMP/IS
4893,Mesh generation software
4894,Mesoscale modeling software
4895,Mesquite Software CSIM
4896,Meta-analysis with interactive explanations MIX
4897,MetaSystems Isis Color Karyotyping
4898,Metal designing software
4899,Metalcam Fikus Visualcam
4900,Metalix CAD/CAM System cncKad
4901,Metamation MetaCAM
4902,Metasploit
4903,MeteorJS
4904,Meter reading software
4905,MethodWare ProAudit Advisor
4906,Methodware ERA
4907,MetricStream Compliance Management
4908,MetricStream Enterprise Compliance Platform
4909,MetricStream Regulatory Reporting
4910,Metrix Imageware Surfacer
4911,Metrologic Group Metrolog XG
4912,Meyer Instruments Optimas
4913,Mi-Co Mi-Forms
4914,Mi-Co software
4915,Michigan State University MSU ProFlex
4916,Micosoft SQL Server Analysis Services SSAS
4917,Micro Estimating FabPlan
4918,Micro Focus OpenView
4919,Micro Focus TestPartner
4920,Micro J Systems PcHunter
4921,Micro Video Video Voice Speech Training System
4922,Micro Video Voice Speech Training System
4923,Micro-Press MicroStation PowerDraft
4924,MicroBiz
4925,MicroBlast Recipe Wizard for Windows
4926,MicroCog Assessment of Cognitive Functioning
4927,MicroFit HealthWizard
4928,MicroFocus GroupWise
4929,MicroFour PracticeStudio.NET EMR
4930,MicroPress VTeX
4931,MicroSolve CAMA
4932,MicroStrategy
4933,MicroStrategy Desktop
4934,MicroStrategy Report Services
4935,MicroSurvey FieldGenius
4936,MicroSurvey OfficeSync
4937,MicroSurvey Software MicroSurvey CAD
4938,MicroSurvey Star*Net
4939,MicroSurveyCAD
4940,Microarchitecture simulation software
4941,Microchip MPLAB Integrated Development Environment (IDE)
4942,Microelectromechanical systems MEMS simulation software
4943,Micromuse NetCool
4944,Micronetics Xpert Write-up
4945,Micropact entellitrak Labor Relations Edition
4946,Microscope imaging software
4947,Microscopic image capturing software
4948,Microservices Architecture
4949,Microsoft .NET Framework
4950,Microsoft ASP.NET
4951,Microsoft ASP.NET Core MVC
4952,Microsoft Access
4953,Microsoft Active Directory
4954,Microsoft Active Server Pages ASP
4955,Microsoft ActiveSync
4956,Microsoft ActiveX
4957,Microsoft Axapta
4958,Microsoft Azure DevOps Services
4959,Microsoft Azure Sentinel
4960,Microsoft Azure software
4961,Microsoft Bing
4962,Microsoft Business Contact Manager
4963,Microsoft Business Intelligence BI
4964,Microsoft Commerce Server
4965,Microsoft DNS Server
4966,Microsoft Defender Antivirus
4967,Microsoft DirectX
4968,Microsoft Dynamics
4969,Microsoft Dynamics AX
4970,Microsoft Dynamics CRM
4971,Microsoft Dynamics ERP
4972,Microsoft Dynamics GP
4973,Microsoft Dynamics Marketing
4974,Microsoft Dynamics NAV
4975,Microsoft Dynamics SL
4976,Microsoft ESP SDK
4977,Microsoft Entourage
4978,Microsoft Excel
4979,Microsoft Exchange
4980,Microsoft Expression Blend
4981,Microsoft Expression Design
4982,Microsoft Extensible Application Markup Language (XAML)
4983,Microsoft FRx
4984,Microsoft Forefront Identify Manager
4985,Microsoft Forefront Threat Management Gateway
4986,Microsoft FrontPage
4987,Microsoft Great Plains Personal Data Keeper
4988,Microsoft High Level Shader Language HLSL
4989,Microsoft Hyper-V Server
4990,Microsoft Hyperterminal
4991,Microsoft Image Composite Editor
4992,Microsoft Internet Explorer
4993,Microsoft Internet Information Services (IIS)
4994,Microsoft MapPoint
4995,Microsoft Mobile Explorer MME
4996,Microsoft Money
4997,Microsoft NetMeeting
4998,Microsoft Network Monitor
4999,Microsoft Office
5000,Microsoft Office Document Imaging
5001,Microsoft Office FrontPage
5002,Microsoft Office Live Meeting
5003,Microsoft Office Mobile
5004,Microsoft Office Outlook
5005,Microsoft Office SharePoint Server MOSS
5006,Microsoft Office software
5007,Microsoft OneNote
5008,Microsoft Onfolio
5009,Microsoft Outlook
5010,Microsoft Paint
5011,Microsoft Picture It!
5012,Microsoft Power Automate
5013,Microsoft PowerPoint
5014,Microsoft PowerShell
5015,Microsoft Proclarity
5016,Microsoft Project
5017,Microsoft Publisher
5018,Microsoft SQL Server
5019,Microsoft SQL Server Compact
5020,Microsoft SQL Server Integration Services SSIS
5021,Microsoft SQL Server Reporting Services SSRS
5022,Microsoft Security Esssentials
5023,Microsoft SharePoint
5024,Microsoft SharePoint Server
5025,Microsoft Silverlight
5026,Microsoft System Center
5027,Microsoft Systems Management Server
5028,Microsoft Team Foundation Server
5029,Microsoft Teams
5030,Microsoft Total Quality Control Management
5031,Microsoft Virtual Server
5032,Microsoft Visio
5033,Microsoft Visual Basic
5034,Microsoft Visual Basic Scripting Edition VBScript
5035,Microsoft Visual Basic for Applications VBA
5036,Microsoft Visual Basic.NET
5037,Microsoft Visual Basic.NET Compact Framework CF
5038,Microsoft Visual C# .NET
5039,Microsoft Visual FoxPro
5040,Microsoft Visual InterDev
5041,Microsoft Visual J++
5042,Microsoft Visual SourceSafe
5043,Microsoft Visual Studio
5044,Microsoft Visual Studio Test Professional
5045,Microsoft Visual Studio.NET
5046,Microsoft Volume Shadow Copy Service
5047,Microsoft Windows
5048,Microsoft Windows Mobile
5049,Microsoft Windows Movie Maker
5050,Microsoft Windows PowerShell
5051,Microsoft Windows Pre-installation Environment
5052,Microsoft Windows SDK
5053,Microsoft Windows Server
5054,Microsoft Windows Sysprep
5055,Microsoft Windows Terminal Services Access Manager
5056,Microsoft Windows Vista Business
5057,Microsoft Windows XP
5058,Microsoft Windows XP Professional
5059,Microsoft Word
5060,Microsoft Works
5061,Microsoft operating system
5062,Microsoft transact-structural query language T-SQL
5063,Microsys MicroMD
5064,Microwave circuit simulation software
5065,Microwind Dsch
5066,Mideo Systems EZDoc Plus
5067,MidiSwing
5068,Midland Valley 2DMove
5069,Midland Valley 3DMove
5070,Midland Valley Move Suite
5071,Midrange Software XpertHire
5072,Midwest Information Systems PAX-it
5073,Midwest MicroSystems Cow Sense
5074,MightyScout
5075,Migration software
5076,Migration testing software
5077,Milano Spa
5078,Mileage logging software
5079,Millennium Software Atrex
5080,Millennium SpaSalon
5081,Milliman Corporate Affinity
5082,Milliman ReservePro
5083,Millisecond Software Inquisit
5084,Millon Behavioral Medicine Diagnostic
5085,Milsoft DisSPatch
5086,Mincom MineScape
5087,Mind mapping software
5088,MindGenius
5089,MindJet MindManager
5090,Mine maintenance software
5091,MineGeo software
5092,MineSight
5093,Minemax iGantt
5094,Minitab
5095,Minnesota Multiphasic Personality Inventory-2 MMPI-2
5096,Mintel Reports
5097,MinuteMan Systems MinuteMan Project Management Software
5098,Miridia Technology AcuGraph
5099,Missler Software TopSolid
5100,Misys Healthcare Systems Misys Tiger
5101,Misys Healthcare Systems Mysis Tiger
5102,Mitchell International Mitchell WorkCenter
5103,Mitchell Manager Invoicing System
5104,Mitchell OnDemand5 Manager
5105,Mitek Systems ImageNet Payments
5106,Mitre Software GSLOPE
5107,Mixed code generator
5108,Mixed integer optimizer MINTO
5109,Mlflow
5110,MobiTech Systems Route Sales Trakker
5111,Mobile Data Software VetInfo
5112,Mobile Dog Grooming Software mGroomer
5113,Mobile Knowledge Cabmate
5114,Mobile application software
5115,Mobile building inspection software
5116,Mobile wireless network infrastructure software
5117,MobileToys MAIDXL
5118,Modal analysis software
5119,ModelKinetix ModelMaker
5120,Modelica
5121,Modeling software
5122,Modellium PariTOP
5123,Modernizing Medicine Practice Management
5124,Modula
5125,Modular Mining Systems DISPATCH
5126,Modular arrangement of predetermined time standards software MODAPTS
5127,ModuleMD Allergy Module
5128,Modulo Risk Manager
5129,MolDraw
5130,Molecular Devices Corporation MetaFluor
5131,Molecular Devices Corporation MetaMorph
5132,Molecular Devices Softmax Pro
5133,Molecular Networks GmbH Biochemical Pathways
5134,Molecular Simulations WebLab ViewerPro
5135,Molecular simulation software
5136,Molecular visualization software
5137,Molsearch Pro
5138,Monash University Low FODMAP Diet App
5139,MoneySoft Corporate Valuation
5140,MoneyTree Silver Financial Planner (financial analysis feature)
5141,MoneyTree Silver Financial Planner (presentation feature)
5142,MongoDB
5143,Monitoring and Remediation Optimization System MAROS
5144,Monte Carlo simulation software
5145,Montgomery Investment Technology Bonds XL
5146,Montgomery Investment Technology Exotics XL
5147,Montgomery Investment Technology FinTools
5148,Montgomery Investment Technology Options XL
5149,Montgomery Investment Technology QuoteTools
5150,Montgomery Investment Technology Risk XL
5151,Montgomery Investment Technology SigTools
5152,Montgomery Investment Technology Utility XL
5153,Moodle
5154,Moody's KMV CreditEdge
5155,Moody's KMV Decisions
5156,Moody's KMV FAMAS
5157,Moody's KMV Financial Analyst
5158,Moody's KMV Risk Advisor
5159,Moody's KMV Risk Analyst
5160,Moody's RiskCalc
5161,Morningstar Principia
5162,Mortware Professional
5163,Mosby's Drug Consult
5164,Mosby's Nutritrac
5165,Mosflm
5166,Moss Adams Profit Mentor
5167,Motek Priya
5168,Motion analysis software
5169,Motion capture software
5170,Motion control software
5171,Motion correction software
5172,Motion graphics software
5173,Motor testing software
5174,MotorMaster+
5175,Motorola Digital Signal Processing (DSP) Assembler
5176,Mount Taylor Programs Private Advantage
5177,Mountainside Software Allergy Lab
5178,Moxa software
5179,Moxi Works MoxiEngage
5180,Moxi Works MoxiImpress
5181,Moxi Works MoxiPresent
5182,Moz search engine optimization SEO software
5183,Mozart Music Software Mozart
5184,Mozilla Firefox
5185,Mozilla Thunderbird
5186,MuleSoft software
